transaction_id,account_id,transaction_date,transaction_type,amount,currency,originator_country,beneficiary_country,merchant_category,account_age_days,is_new_beneficiary,transaction_description,fraud_label,fraud_type
TXN-2026-543940,ACCT-629903,2024-10-18 15:51:07,WIRE_INTERNATIONAL,20307.29,USD,US,CA,,1192,False,Normal wire international,0,
TXN-2026-975467,ACCT-948749,2024-10-18 17:07:24,CHECK_DEPOSIT,4760.9,USD,US,DE,,444,False,Normal check deposit,0,
TXN-2026-476712,ACCT-910620,2024-10-18 17:21:09,WIRE_INTERNATIONAL,15110.84,USD,US,CA,,914,False,Normal wire international,0,
TXN-2026-533973,ACCT-270555,2024-10-18 18:05:49,CHECK_DEPOSIT,1641.05,USD,US,US,,1338,False,Normal check deposit,0,
TXN-2026-991401,ACCT-319684,2024-10-18 19:27:28,WIRE_DOMESTIC,18407.83,USD,US,DE,,1994,False,Normal wire domestic,0,
TXN-2026-610135,ACCT-482554,2024-10-18 23:02:21,CARD_PURCHASE,449.27,USD,US,AU,UTILITIES,2158,False,Normal card purchase,0,
TXN-2026-906066,ACCT-835911,2024-10-18 23:44:58,ACH,1673.72,USD,US,AU,,2716,False,Normal ach,0,
TXN-2026-145421,ACCT-571029,2024-10-19 01:54:35,ACH,3122.41,USD,US,JP,,2566,False,Normal ach,0,
TXN-2026-396439,ACCT-131244,2024-10-19 03:52:08,CARD_PURCHASE,417.02,USD,US,US,RETAIL,2403,False,Normal card purchase,0,
TXN-2026-377312,ACCT-479201,2024-10-19 03:53:49,ACH,4665.6,USD,US,US,,3405,False,Normal ach,0,
TXN-2026-584487,ACCT-946335,2024-10-19 05:05:22,CASH_DEPOSIT,2269.43,USD,US,CA,,862,True,Normal cash deposit,0,
TXN-2026-303129,ACCT-779514,2024-10-19 05:25:58,CASH_WITHDRAWAL,2012.05,USD,US,GB,,3171,False,Normal cash withdrawal,0,
TXN-2026-779445,ACCT-356787,2024-10-19 05:59:02,CHECK_DEPOSIT,3582.82,USD,US,US,,3398,False,Normal check deposit,0,
TXN-2026-262959,ACCT-671412,2024-10-19 05:59:04,WIRE_DOMESTIC,23617.09,USD,US,CA,,2206,False,Normal wire domestic,0,
TXN-2026-605382,ACCT-391369,2024-10-19 09:23:12,CHECK_DEPOSIT,2348.36,USD,US,DE,,641,False,Normal check deposit,0,
TXN-2026-128941,ACCT-344098,2024-10-19 09:30:37,CASH_DEPOSIT,1259.07,USD,US,JP,,1096,False,Normal cash deposit,0,
TXN-2026-589131,ACCT-452944,2024-10-19 09:44:18,CASH_DEPOSIT,1728.79,USD,US,GB,,2206,False,Normal cash deposit,0,
TXN-2026-803724,ACCT-106814,2024-10-19 09:55:37,ACH,2708.15,USD,US,JP,,976,False,Normal ach,0,
TXN-2026-166292,ACCT-781453,2024-10-19 09:58:19,CHECK_DEPOSIT,323.37,USD,US,CA,,943,False,Normal check deposit,0,
TXN-2026-294969,ACCT-688508,2024-10-19 10:16:17,ACH,195.04,USD,US,US,,1467,False,Normal ach,0,
TXN-2026-627262,ACCT-172933,2024-10-19 10:33:09,WIRE_DOMESTIC,17671.61,USD,US,US,,3588,False,Normal wire domestic,0,
TXN-2026-606222,ACCT-148050,2024-10-19 10:45:22,CASH_WITHDRAWAL,1551.35,USD,US,GB,,2068,False,Normal cash withdrawal,0,
TXN-2026-916814,ACCT-308496,2024-10-19 11:52:26,CASH_WITHDRAWAL,2062.87,USD,US,GB,,1297,True,Normal cash withdrawal,0,
TXN-2026-988432,ACCT-182627,2024-10-19 12:44:50,WIRE_INTERNATIONAL,4290.89,USD,US,DE,,2643,False,Normal wire international,0,
TXN-2026-844858,ACCT-731262,2024-10-19 12:49:28,CASH_DEPOSIT,1673.23,USD,US,AU,,2668,False,Normal cash deposit,0,
TXN-2026-154067,ACCT-802729,2024-10-19 13:56:34,WIRE_DOMESTIC,13111.04,USD,US,AU,,1862,False,Normal wire domestic,0,
TXN-2026-632623,ACCT-106814,2024-10-19 14:46:14,CHECK_DEPOSIT,1808.22,USD,US,FR,,3290,False,Normal check deposit,0,
TXN-2026-802559,ACCT-133326,2024-10-19 14:57:25,CASH_DEPOSIT,273.94,USD,US,FR,,1813,False,Normal cash deposit,0,
TXN-2026-195620,ACCT-488162,2024-10-19 16:21:43,CHECK_DEPOSIT,903.57,USD,US,AU,,2962,False,Normal check deposit,0,
TXN-2026-645940,ACCT-838797,2024-10-19 16:26:33,CASH_DEPOSIT,1654.86,USD,US,AU,,2236,False,Normal cash deposit,0,
TXN-2026-800224,ACCT-717889,2024-10-19 16:56:40,CASH_WITHDRAWAL,1142.7,USD,US,CA,,1621,False,Normal cash withdrawal,0,
TXN-2026-943298,ACCT-662275,2024-10-19 17:03:05,CHECK_DEPOSIT,1546.19,USD,US,JP,,673,False,Normal check deposit,0,
TXN-2026-588640,ACCT-325772,2024-10-19 17:05:37,ACH,1381.65,USD,US,FR,,3484,False,Normal ach,0,
TXN-2026-165858,ACCT-539898,2024-10-19 18:11:53,CARD_PURCHASE,323.09,USD,US,FR,HEALTHCARE,2809,False,Normal card purchase,0,
TXN-2026-971776,ACCT-779514,2024-10-19 18:51:48,WIRE_INTERNATIONAL,11099.15,USD,US,JP,,991,False,Normal wire international,0,
TXN-2026-215830,ACCT-910620,2024-10-19 19:02:56,ACH,1680.74,USD,US,AU,,3063,True,Normal ach,0,
TXN-2026-705393,ACCT-781453,2024-10-19 19:32:51,WIRE_INTERNATIONAL,7319.45,USD,US,AU,,1130,False,Normal wire international,0,
TXN-2026-545790,ACCT-717889,2024-10-19 19:49:36,CHECK_DEPOSIT,3977.11,USD,US,FR,,1285,False,Normal check deposit,0,
TXN-2026-482746,ACCT-331148,2024-10-19 20:31:45,ACH,1942.67,USD,US,JP,,1183,False,Normal ach,0,
TXN-2026-439984,ACCT-308496,2024-10-19 20:58:13,CARD_PURCHASE,175.3,USD,US,JP,HEALTHCARE,2600,False,Normal card purchase,0,
TXN-2026-148174,ACCT-301629,2024-10-19 22:47:54,CHECK_DEPOSIT,2478.16,USD,US,GB,,3575,False,Normal check deposit,0,
TXN-2026-758765,ACCT-835392,2024-10-19 22:50:42,CASH_WITHDRAWAL,651.38,USD,US,GB,,3012,True,Normal cash withdrawal,0,
TXN-2026-823821,ACCT-766563,2024-10-19 23:15:17,CASH_DEPOSIT,2777.01,USD,US,AU,,1573,False,Normal cash deposit,0,
TXN-2026-219562,ACCT-793384,2024-10-19 23:59:24,CARD_PURCHASE,361.16,USD,US,GB,HEALTHCARE,1273,True,Normal card purchase,0,
TXN-2026-877259,ACCT-850800,2024-10-20 00:35:25,ACH,1633.32,USD,US,US,,1433,False,Normal ach,0,
TXN-2026-452207,ACCT-688508,2024-10-20 01:10:06,CASH_WITHDRAWAL,1139.91,USD,US,GB,,3200,False,Normal cash withdrawal,0,
TXN-2026-700067,ACCT-133326,2024-10-20 02:02:08,CASH_DEPOSIT,1817.81,USD,US,CA,,1046,False,Normal cash deposit,0,
TXN-2026-950916,ACCT-766563,2024-10-20 02:17:50,CARD_PURCHASE,490.6,USD,US,DE,RESTAURANT,3297,False,Normal card purchase,0,
TXN-2026-427252,ACCT-770487,2024-10-20 03:44:22,CASH_WITHDRAWAL,2227.45,USD,US,CA,,1936,False,Normal cash withdrawal,0,
TXN-2026-893853,ACCT-781453,2024-10-20 05:25:58,CHECK_DEPOSIT,780.69,USD,US,FR,,2220,False,Normal check deposit,0,
TXN-2026-155164,ACCT-267414,2024-10-20 05:43:52,CASH_WITHDRAWAL,1040.71,USD,US,FR,,3455,False,Normal cash withdrawal,0,
TXN-2026-624344,ACCT-876646,2024-10-20 06:55:31,CARD_PURCHASE,257.94,USD,US,JP,HEALTHCARE,1758,False,Normal card purchase,0,
TXN-2026-827659,ACCT-748564,2024-10-20 07:47:23,WIRE_DOMESTIC,3890.16,USD,US,CA,,628,False,Normal wire domestic,0,
TXN-2026-546157,ACCT-263032,2024-10-20 09:16:00,CASH_DEPOSIT,2433.4,USD,US,JP,,2319,False,Normal cash deposit,0,
TXN-2026-207798,ACCT-319684,2024-10-20 09:19:10,CHECK_DEPOSIT,3262.67,USD,US,CA,,1173,False,Normal check deposit,0,
TXN-2026-168872,ACCT-377370,2024-10-20 10:00:46,WIRE_DOMESTIC,22532.04,USD,US,GB,,2922,False,Normal wire domestic,0,
TXN-2026-169429,ACCT-456778,2024-10-20 10:12:40,CHECK_DEPOSIT,4589.31,USD,US,JP,,492,False,Normal check deposit,0,
TXN-2026-764845,ACCT-835392,2024-10-20 10:51:06,WIRE_INTERNATIONAL,18795.47,USD,US,JP,,3139,False,Normal wire international,0,
TXN-2026-642752,ACCT-770487,2024-10-20 10:59:22,CASH_WITHDRAWAL,200.52,USD,US,GB,,391,False,Normal cash withdrawal,0,
TXN-2026-804758,ACCT-270555,2024-10-20 11:24:09,CHECK_DEPOSIT,1557.48,USD,US,FR,,847,False,Normal check deposit,0,
TXN-2026-857537,ACCT-377370,2024-10-20 14:55:36,WIRE_DOMESTIC,13385.8,USD,US,DE,,3046,False,Normal wire domestic,0,
TXN-2026-293757,ACCT-678856,2024-10-20 17:23:00,ACH,525.02,USD,US,AU,,1690,False,Normal ach,0,
TXN-2026-830943,ACCT-106814,2024-10-20 18:04:14,WIRE_DOMESTIC,3179.44,USD,US,GB,,981,False,Normal wire domestic,0,
TXN-2026-775885,ACCT-391369,2024-10-20 19:31:40,CHECK_DEPOSIT,3163.15,USD,US,US,,3606,False,Normal check deposit,0,
TXN-2026-277487,ACCT-230889,2024-10-20 19:53:56,CARD_PURCHASE,92.43,USD,US,JP,UTILITIES,2365,False,Normal card purchase,0,
TXN-2026-784167,ACCT-338968,2024-10-20 21:09:16,ACH,2300.93,USD,US,CA,,2582,False,Normal ach,0,
TXN-2026-853504,ACCT-719176,2024-10-21 00:30:46,ACH,896.22,USD,US,DE,,3382,False,Normal ach,0,
TXN-2026-275445,ACCT-900581,2024-10-21 00:50:27,CASH_WITHDRAWAL,1802.07,USD,US,DE,,877,False,Normal cash withdrawal,0,
TXN-2026-403257,ACCT-456778,2024-10-21 01:17:10,CARD_PURCHASE,182.93,USD,US,JP,UTILITIES,3211,False,Normal card purchase,0,
TXN-2026-992697,ACCT-969693,2024-10-21 02:29:41,WIRE_INTERNATIONAL,1893.55,USD,US,FR,,2802,True,Normal wire international,0,
TXN-2026-151295,ACCT-770487,2024-10-21 05:23:52,WIRE_INTERNATIONAL,22113.11,USD,US,GB,,590,False,Normal wire international,0,
TXN-2026-130359,ACCT-705397,2024-10-21 09:56:58,WIRE_DOMESTIC,15420.38,USD,US,AU,,3243,False,Normal wire domestic,0,
TXN-2026-478411,ACCT-106814,2024-10-21 11:00:18,WIRE_DOMESTIC,20899.39,USD,US,GB,,422,False,Normal wire domestic,0,
TXN-2026-761685,ACCT-488162,2024-10-21 11:24:39,WIRE_INTERNATIONAL,19584.06,USD,US,DE,,2963,True,Normal wire international,0,
TXN-2026-538539,ACCT-948749,2024-10-21 12:30:33,WIRE_INTERNATIONAL,3222.18,USD,US,DE,,1265,False,Normal wire international,0,
TXN-2026-320800,ACCT-498591,2024-10-21 14:27:21,ACH,4708.14,USD,US,AU,,786,True,Normal ach,0,
TXN-2026-166340,ACCT-131244,2024-10-21 15:49:33,ACH,1575.54,USD,US,DE,,1495,False,Normal ach,0,
TXN-2026-859359,ACCT-197251,2024-10-21 17:01:01,ACH,3377.48,USD,US,JP,,887,False,Normal ach,0,
TXN-2026-681868,ACCT-127824,2024-10-21 17:49:38,CARD_PURCHASE,321.4,USD,US,AU,RESTAURANT,1548,False,Normal card purchase,0,
TXN-2026-483699,ACCT-717889,2024-10-21 18:09:34,WIRE_INTERNATIONAL,7100.5,USD,US,FR,,2101,False,Normal wire international,0,
TXN-2026-360804,ACCT-974628,2024-10-21 18:12:05,CASH_DEPOSIT,549.48,USD,US,JP,,739,False,Normal cash deposit,0,
TXN-2026-614646,ACCT-452944,2024-10-21 18:36:35,CASH_DEPOSIT,1014.71,USD,US,FR,,1512,False,Normal cash deposit,0,
TXN-2026-329471,ACCT-770487,2024-10-21 18:51:29,CHECK_DEPOSIT,4316.16,USD,US,US,,2267,True,Normal check deposit,0,
TXN-2026-899550,ACCT-996865,2024-10-21 19:38:17,CASH_DEPOSIT,1866.01,USD,US,CA,,3554,False,Normal cash deposit,0,
TXN-2026-391668,ACCT-835911,2024-10-21 21:18:40,WIRE_INTERNATIONAL,12027.27,USD,US,AU,,2150,False,Normal wire international,0,
TXN-2026-552825,ACCT-946335,2024-10-21 21:19:51,CARD_PURCHASE,121.79,USD,US,FR,HEALTHCARE,3071,False,Normal card purchase,0,
TXN-2026-370328,ACCT-809570,2024-10-22 00:11:56,ACH,3031.63,USD,US,FR,,3269,False,Normal ach,0,
TXN-2026-849747,ACCT-877572,2024-10-22 02:46:01,ACH,2921.4,USD,US,DE,,2790,False,Normal ach,0,
TXN-2026-608947,ACCT-133326,2024-10-22 03:35:43,WIRE_INTERNATIONAL,21900.57,USD,US,CA,,495,False,Normal wire international,0,
TXN-2026-282176,ACCT-182627,2024-10-22 07:18:29,CARD_PURCHASE,76.47,USD,US,JP,RETAIL,601,False,Normal card purchase,0,
TXN-2026-922974,ACCT-270555,2024-10-22 07:32:04,CASH_DEPOSIT,1935.03,USD,US,CA,,608,False,Normal cash deposit,0,
TXN-2026-475190,ACCT-133326,2024-10-22 09:05:06,WIRE_DOMESTIC,8052.33,USD,US,JP,,3096,False,Normal wire domestic,0,
TXN-2026-340341,ACCT-539898,2024-10-22 09:05:28,CASH_WITHDRAWAL,801.96,USD,US,GB,,2898,False,Normal cash withdrawal,0,
TXN-2026-162952,ACCT-301629,2024-10-22 09:15:30,WIRE_DOMESTIC,10260.85,USD,US,AU,,2316,False,Normal wire domestic,0,
TXN-2026-664781,ACCT-809570,2024-10-22 09:35:02,CHECK_DEPOSIT,1475.02,USD,US,JP,,3369,False,Normal check deposit,0,
TXN-2026-262316,ACCT-145561,2024-10-22 10:48:10,ACH,2172.74,USD,US,AU,,1256,False,Normal ach,0,
TXN-2026-108060,ACCT-267414,2024-10-22 10:58:27,WIRE_DOMESTIC,5902.7,USD,US,FR,,1230,False,Normal wire domestic,0,
TXN-2026-856321,ACCT-145561,2024-10-22 11:29:19,ACH,1602.45,USD,US,CA,,854,False,Normal ach,0,
TXN-2026-602681,ACCT-356787,2024-10-22 12:07:22,CHECK_DEPOSIT,456.64,USD,US,JP,,1606,False,Normal check deposit,0,
TXN-2026-333238,ACCT-482554,2024-10-22 16:45:32,WIRE_DOMESTIC,9872.27,USD,US,US,,1797,False,Normal wire domestic,0,
TXN-2026-205149,ACCT-498591,2024-10-22 18:30:29,WIRE_DOMESTIC,18821.45,USD,US,DE,,2005,False,Normal wire domestic,0,
TXN-2026-117367,ACCT-872246,2024-10-22 19:01:52,WIRE_INTERNATIONAL,9766.18,USD,US,CA,,2430,False,Normal wire international,0,
TXN-2026-782759,ACCT-877572,2024-10-22 20:49:51,WIRE_DOMESTIC,1613.81,USD,US,AU,,2071,False,Normal wire domestic,0,
TXN-2026-899787,ACCT-460663,2024-10-22 22:46:27,ACH,2886.28,USD,US,US,,1229,False,Normal ach,0,
TXN-2026-167603,ACCT-148050,2024-10-22 23:31:10,ACH,4595.4,USD,US,US,,2181,False,Normal ach,0,
TXN-2026-446663,ACCT-479201,2024-10-23 00:05:58,CARD_PURCHASE,456.07,USD,US,AU,HEALTHCARE,417,False,Normal card purchase,0,
TXN-2026-717024,ACCT-835392,2024-10-23 00:15:42,WIRE_DOMESTIC,8783.1,USD,US,FR,,655,False,Normal wire domestic,0,
TXN-2026-493124,ACCT-498382,2024-10-23 01:01:34,CASH_DEPOSIT,1184.49,USD,US,DE,,1670,False,Normal cash deposit,0,
TXN-2026-585100,ACCT-759176,2024-10-23 02:44:40,CARD_PURCHASE,78.69,USD,US,CA,UTILITIES,2180,False,Normal card purchase,0,
TXN-2026-273650,ACCT-338968,2024-10-23 02:48:24,WIRE_DOMESTIC,12795.01,USD,US,CA,,2472,False,Normal wire domestic,0,
TXN-2026-160718,ACCT-267414,2024-10-23 03:08:20,CASH_WITHDRAWAL,1368.71,USD,US,JP,,2144,False,Normal cash withdrawal,0,
TXN-2026-993085,ACCT-733052,2024-10-23 03:09:19,CHECK_DEPOSIT,3682.03,USD,US,GB,,1507,False,Normal check deposit,0,
TXN-2026-197736,ACCT-270555,2024-10-23 04:07:51,WIRE_INTERNATIONAL,8113.38,USD,US,US,,2255,False,Normal wire international,0,
TXN-2026-189318,ACCT-183667,2024-10-23 04:18:45,CASH_WITHDRAWAL,255.47,USD,US,CA,,2650,False,Normal cash withdrawal,0,
TXN-2026-778827,ACCT-838797,2024-10-23 07:31:36,CHECK_DEPOSIT,4828.1,USD,US,JP,,1467,False,Normal check deposit,0,
TXN-2026-593403,ACCT-482554,2024-10-23 08:08:53,CARD_PURCHASE,57.66,USD,US,GB,HEALTHCARE,953,False,Normal card purchase,0,
TXN-2026-507286,ACCT-705397,2024-10-23 09:17:02,CARD_PURCHASE,484.22,USD,US,FR,RESTAURANT,1197,False,Normal card purchase,0,
TXN-2026-788772,ACCT-172933,2024-10-23 09:42:14,WIRE_INTERNATIONAL,24362.51,USD,US,US,,2550,False,Normal wire international,0,
TXN-2026-611945,ACCT-988662,2024-10-23 09:56:14,CASH_DEPOSIT,2267.8,USD,US,FR,,2150,False,Normal cash deposit,0,
TXN-2026-340497,ACCT-329258,2024-10-23 10:20:47,WIRE_DOMESTIC,16543.4,USD,US,DE,,2180,False,Normal wire domestic,0,
TXN-2026-211834,ACCT-944962,2024-10-23 13:53:06,WIRE_INTERNATIONAL,24984.65,USD,US,JP,,2707,False,Normal wire international,0,
TXN-2026-408528,ACCT-488162,2024-10-23 14:43:25,CARD_PURCHASE,229.61,USD,US,US,RETAIL,3198,False,Normal card purchase,0,
TXN-2026-584498,ACCT-731262,2024-10-23 14:44:50,CASH_DEPOSIT,564.39,USD,US,FR,,2944,False,Normal cash deposit,0,
TXN-2026-793223,ACCT-781453,2024-10-23 15:05:44,WIRE_INTERNATIONAL,5079.19,USD,US,GB,,1717,False,Normal wire international,0,
TXN-2026-132699,ACCT-705397,2024-10-23 15:43:05,CHECK_DEPOSIT,4895.61,USD,US,US,,3241,False,Normal check deposit,0,
TXN-2026-141683,ACCT-308496,2024-10-23 19:16:31,CASH_DEPOSIT,2903.69,USD,US,FR,,1613,False,Normal cash deposit,0,
TXN-2026-201913,ACCT-356787,2024-10-23 19:34:17,WIRE_DOMESTIC,7956.93,USD,US,DE,,920,False,Normal wire domestic,0,
TXN-2026-943146,ACCT-838797,2024-10-23 20:13:09,CASH_WITHDRAWAL,762.84,USD,US,US,,2135,False,Normal cash withdrawal,0,
TXN-2026-707615,ACCT-802729,2024-10-23 21:32:44,CHECK_DEPOSIT,1308.61,USD,US,GB,,975,False,Normal check deposit,0,
